date,year,month,city,latitude,longitude,cedi_price/(KG)
2019-08-15,2019,8,Cape Coast,5.11,-1.24,11.99
2019-08-15,2019,8,Cape Coast,5.11,-1.24,5.0
2019-08-15,2019,8,Mankessim,5.27,-1.02,2.35
2019-09-15,2019,9,Cape Coast,5.11,-1.24,8.97
2019-09-15,2019,9,Cape Coast,5.11,-1.24,3.2
2019-09-15,2019,9,Mankessim,5.27,-1.02,3.62
2019-10-15,2019,10,Cape Coast,5.11,-1.24,8.54
2019-10-15,2019,10,Cape Coast,5.11,-1.24,2.94
2019-10-15,2019,10,Mankessim,5.27,-1.02,4.61
2019-11-15,2019,11,Cape Coast,5.11,-1.24,11.88
2019-11-15,2019,11,Cape Coast,5.11,-1.24,2.74
2019-11-15,2019,11,Mankessim,5.27,-1.02,2.71
2019-12-15,2019,12,Cape Coast,5.11,-1.24,10.96
2019-12-15,2019,12,Cape Coast,5.11,-1.24,3.46
2019-12-15,2019,12,Mankessim,5.27,-1.02,3.1
2020-01-15,2020,1,Cape Coast,5.11,-1.24,11.39
2020-01-15,2020,1,Cape Coast,5.11,-1.24,3.56
2020-01-15,2020,1,Mankessim,5.27,-1.02,3.11
2020-02-15,2020,2,Cape Coast,5.11,-1.24,35.58
2020-02-15,2020,2,Cape Coast,5.11,-1.24,7.5
2020-02-15,2020,2,Mankessim,5.27,-1.02,5.7
2020-03-15,2020,3,Cape Coast,5.11,-1.24,12.24
2020-03-15,2020,3,Cape Coast,5.11,-1.24,4.0
2020-04-15,2020,4,Cape Coast,5.11,-1.24,17.71
2020-04-15,2020,4,Cape Coast,5.11,-1.24,27.88
2020-04-15,2020,4,Mankessim,5.27,-1.02,9.76
2020-05-15,2020,5,Cape Coast,5.11,-1.24,36.21
2020-05-15,2020,5,Cape Coast,5.11,-1.24,20.74
2020-05-15,2020,5,Mankessim,5.27,-1.02,9.65
2020-06-15,2020,6,Cape Coast,5.11,-1.24,32.18
2020-07-15,2020,7,Cape Coast,5.11,-1.24,35.58
2020-07-15,2020,7,Mankessim,5.27,-1.02,5.7
2020-08-15,2020,8,Cape Coast,5.11,-1.24,35.58
2020-08-15,2020,8,Mankessim,5.27,-1.02,6.34
2020-09-15,2020,9,Cape Coast,5.11,-1.24,34.06
2020-09-15,2020,9,Cape Coast,5.11,-1.24,8.33
2020-09-15,2020,9,Mankessim,5.27,-1.02,6.49
2020-10-15,2020,10,Cape Coast,5.11,-1.24,12.23
2020-10-15,2020,10,Cape Coast,5.11,-1.24,1.31
2020-10-15,2020,10,Mankessim,5.27,-1.02,1.83
2020-11-15,2020,11,Cape Coast,5.11,-1.24,12.53
2020-11-15,2020,11,Cape Coast,5.11,-1.24,1.31
2020-11-15,2020,11,Mankessim,5.27,-1.02,1.88
2020-12-15,2020,12,Cape Coast,5.11,-1.24,1.31
2020-12-15,2020,12,Mankessim,5.27,-1.02,1.55
2021-01-15,2021,1,Cape Coast,5.11,-1.24,1.27
2021-01-15,2021,1,Mankessim,5.27,-1.02,0.93
2021-02-15,2021,2,Cape Coast,5.11,-1.24,1.23
2021-02-15,2021,2,Mankessim,5.27,-1.02,0.96
2021-03-15,2021,3,Cape Coast,5.11,-1.24,1.23
2021-04-15,2021,4,Cape Coast,5.11,-1.24,1.23
2021-04-15,2021,4,Mankessim,5.27,-1.02,0.75
2021-05-15,2021,5,Cape Coast,5.11,-1.24,1.25
2021-05-15,2021,5,Mankessim,5.27,-1.02,0.67
2021-06-15,2021,6,Cape Coast,5.11,-1.24,5.67
2021-06-15,2021,6,Mankessim,5.27,-1.02,5.0
2021-07-15,2021,7,Cape Coast,5.11,-1.24,1.71
2021-07-15,2021,7,Mankessim,5.27,-1.02,0.79
2021-08-15,2021,8,Cape Coast,5.11,-1.24,1.71
2021-08-15,2021,8,Mankessim,5.27,-1.02,0.87
2021-09-15,2021,9,Cape Coast,5.11,-1.24,1.59
2021-09-15,2021,9,Mankessim,5.27,-1.02,0.87
2021-10-15,2021,10,Cape Coast,5.11,-1.24,1.59
2021-10-15,2021,10,Mankessim,5.27,-1.02,0.87
2021-11-15,2021,11,Cape Coast,5.11,-1.24,1.63
2021-11-15,2021,11,Mankessim,5.27,-1.02,0.87
2021-12-15,2021,12,Cape Coast,5.11,-1.24,1.63
2021-12-15,2021,12,Mankessim,5.27,-1.02,0.87
2022-01-15,2022,1,Cape Coast,5.11,-1.24,1.57
2022-01-15,2022,1,Mankessim,5.27,-1.02,0.83
2022-03-15,2022,3,Cape Coast,5.11,-1.24,1.92
2022-03-15,2022,3,Mankessim,5.27,-1.02,0.87
2022-04-15,2022,4,Mankessim,5.27,-1.02,0.87
2022-05-15,2022,5,Cape Coast,5.11,-1.24,2.4
2022-05-15,2022,5,Mankessim,5.27,-1.02,0.87
2022-06-15,2022,6,Cape Coast,5.11,-1.24,2.5
2022-06-15,2022,6,Mankessim,5.27,-1.02,0.87
2022-07-15,2022,7,Cape Coast,5.11,-1.24,2.5
2022-07-15,2022,7,Mankessim,5.27,-1.02,0.87
2022-08-15,2022,8,Cape Coast,5.11,-1.24,2.5
2022-08-15,2022,8,Mankessim,5.27,-1.02,0.87
2022-09-15,2022,9,Cape Coast,5.11,-1.24,2.5
2022-09-15,2022,9,Mankessim,5.27,-1.02,0.87
2022-10-15,2022,10,Cape Coast,5.11,-1.24,23.81
2022-10-15,2022,10,Mankessim,5.27,-1.02,4.38
2022-11-15,2022,11,Cape Coast,5.11,-1.24,3.0
2022-11-15,2022,11,Mankessim,5.27,-1.02,0.87
2022-12-15,2022,12,Cape Coast,5.11,-1.24,3.5
2022-12-15,2022,12,Mankessim,5.27,-1.02,0.87
2023-01-15,2023,1,Cape Coast,5.11,-1.24,3.5
2023-02-15,2023,2,Cape Coast,5.11,-1.24,3.81
2023-02-15,2023,2,Mankessim,5.27,-1.02,3.78
2023-03-15,2023,3,Cape Coast,5.11,-1.24,3.5
2023-04-15,2023,4,Cape Coast,5.11,-1.24,4.57
2023-04-15,2023,4,Mankessim,5.27,-1.02,3.85
2023-05-15,2023,5,Cape Coast,5.11,-1.24,5.59
2023-05-15,2023,5,Mankessim,5.27,-1.02,4.13
2023-06-15,2023,6,Cape Coast,5.11,-1.24,7.51
2023-06-15,2023,6,Mankessim,5.27,-1.02,3.95
2023-07-15,2023,7,Cape Coast,5.11,-1.24,8.84
2023-07-15,2023,7,Mankessim,5.27,-1.02,2.49
